,id,title,categories,abstract,doi,created,updated,authors
10,1505.05816,an empirical approach to demographic inference with genomic data,q-bio.pe math.pr stat.ap,"inference with population genetic data usually treats the population pedigree as a nuisance parameter, the unobserved product of a past history of random mating. however, the history of genetic relationships in a given population is a fixed, unobserved object, and so an alternative approach is to treat this network of relationships as a complex object we wish to learn about, by observing how genomes have been noisily passed down through it. this paper explores this point of view, showing how to translate questions about population genetic data into calculations with a poisson process of mutations on all ancestral genomes. this method is applied to give a robust interpretation to the $f_4$ statistic used to identify admixture, and to design a new statistic that measures covariances in mean times to most recent common ancestor between two pairs of sequences. the method more generally interprets population genetic statistics in terms of sums of specific functions over ancestral genomes, thereby providing concrete, broadly interpretable interpretations for these statistics. this provides a method for describing demographic history without simplified demographic models. more generally, it brings into focus the population pedigree, which is averaged over in model-based demographic inference.",,2015-05-21,2019-04-01,['peter l. ralph']
11,1506.08536,a simple yet efficient algorithm for multiple kernel learning under   elastic-net constraints,stat.ml cs.lg,this papers introduces an algorithm for the solution of multiple kernel learning (mkl) problems with elastic-net constraints on the kernel weights. the algorithm compares very favourably in terms of time and space complexity to existing approaches and can be implemented with simple code that does not rely on external libraries (except a conventional svm solver).,,2015-06-29,2019-04-05,['luca citi']
12,1507.07024,a multiscale strategy for bayesian inference using transport maps,stat.co math.pr stat.ap,"in many inverse problems, model parameters cannot be precisely determined from observational data. bayesian inference provides a mechanism for capturing the resulting parameter uncertainty, but typically at a high computational cost. this work introduces a multiscale decomposition that exploits conditional independence across scales, when present in certain classes of inverse problems, to decouple bayesian inference into two stages: (1) a computationally tractable coarse-scale inference problem; and (2) a mapping of the low-dimensional coarse-scale posterior distribution into the original high-dimensional parameter space. this decomposition relies on a characterization of the non-gaussian joint distribution of coarse- and fine-scale quantities via optimal transport maps. we demonstrate our approach on a sequence of inverse problems arising in subsurface flow, using the multiscale finite element method to discretize the steady state pressure equation. we compare the multiscale strategy with full-dimensional markov chain monte carlo on a problem of moderate dimension (100 parameters) and then use it to infer a conductivity field described by over 10,000 parameters.",10.1137/15m1032478,2015-07-24,2016-02-17,"['matthew parno', 'tarek moselhy', 'youssef marzouk']"
13,1509.09286,pinsker bound under measurement budget constrain: optimal allocation,math.st stat.th,"in the classical many normal means with different variances, we consider the situation when the observer is allowed to allocate the available measurement budget over the coordinates of the parameter of interest. the benchmark is the minimax linear risk over a set. we solve the problem of optimal allocation of observations under the measurement budget constrain for two types of sets, ellipsoids and hyperrectangles. by elaborating on the two examples of sobolev ellipsoids and hyperectangles, we demonstrate how re-allocating the measurements in the (sub-)optimal way improves on the standard uniform allocation. in particular, we improve the famous pinsker (1980) bound.",,2015-09-30,,['eduard belitser']
14,1605.08003,tight complexity bounds for optimizing composite objectives,math.oc cs.lg stat.ml,"we provide tight upper and lower bounds on the complexity of minimizing the average of $m$ convex functions using gradient and prox oracles of the component functions. we show a significant gap between the complexity of deterministic vs randomized optimization. for smooth functions, we show that accelerated gradient descent (agd) and an accelerated variant of svrg are optimal in the deterministic and randomized settings respectively, and that a gradient oracle is sufficient for the optimal rate. for non-smooth functions, having access to prox oracles reduces the complexity and we present optimal methods based on smoothing that improve over methods using just gradient accesses.",,2016-05-25,2019-04-04,"['blake woodworth', 'nathan srebro']"
15,1607.02633,bayesian inference for stochastic differential equation mixed effects   models of a tumor xenography study,stat.ap stat.co stat.me,"we consider bayesian inference for stochastic differential equation mixed effects models (sdemems) exemplifying tumor response to treatment and regrowth in mice. we produce an extensive study on how a sdemem can be fitted using both exact inference based on pseudo-marginal mcmc and approximate inference via bayesian synthetic likelihoods (bsl). we investigate a two-compartments sdemem, these corresponding to the fractions of tumor cells killed by and survived to a treatment, respectively. case study data considers a tumor xenography study with two treatment groups and one control, each containing 5-8 mice. results from the case study and from simulations indicate that the sdemem is able to reproduce the observed growth patterns and that bsl is a robust tool for inference in sdemems. finally, we compare the fit of the sdemem to a similar ordinary differential equation model. due to small sample sizes, strong prior information is needed to identify all model parameters in the sdemem and it cannot be determined which of the two models is the better in terms of predicting tumor growth curves. in a simulation study we find that with a sample of 17 mice per group bsl is able to identify all model parameters and distinguish treatment groups.",10.1111/rssc.12347,2016-07-09,2019-02-17,"['umberto picchini', 'julie lyng forman']"
16,1608.01532,fixed-effect regressions on network data,stat.me econ.em,"this paper considers inference on fixed effects in a linear regression model estimated from network data. an important special case of our setup is the two-way regression model. this is a workhorse technique in the analysis of matched data sets, such as employer-employee or student-teacher panel data. we formalize how the structure of the network affects the accuracy with which the fixed effects can be estimated. this allows us to derive sufficient conditions on the network for consistent estimation and asymptotically-valid inference to be possible. estimation of moments is also considered. we allow for general networks and our setup covers both the dense and sparse case. we provide numerical results for the estimation of teacher value-added models and regressions with occupational dummies.",,2016-08-04,2019-04-01,"['koen jochmans', 'martin weidner']"
17,1609.01057,inference for conditioned galton-watson trees from their harris path,math.st stat.th,"tree-structured data naturally appear in various fields, particularly in biology where plants and blood vessels may be described by trees, but also in computer science because xml documents form a tree structure. this paper is devoted to the estimation of the relative scale parameter of conditioned galton-watson trees. new estimators are introduced and their consistency is stated. a comparison is made with an existing approach of the literature. a simulation study shows the good behavior of our procedure on finite-sample sizes and from missing or noisy data. an application to the analysis of revisions of wikipedia articles is also considered through real data.",,2016-09-05,2019-04-08,"['romain azaïs', 'alexandre genadot', 'benoît henry']"
18,1609.03779,non-asymptotic upper bounds for the reconstruction error of pca,math.st stat.th,"we analyse the reconstruction error of principal component analysis (pca) and prove non-asymptotic upper bounds for the corresponding excess risk. these bounds unify and improve existing upper bounds from the literature. in particular, they give oracle inequalities under mild eigenvalue conditions. the bounds reveal that the excess risk differs significantly from usually considered subspace distances based on canonical angles. our approach relies on the analysis of empirical spectral projectors combined with concentration inequalities for weighted empirical covariance operators and empirical eigenvalues.",,2016-09-13,2019-03-29,"['markus reiß', 'martin wahl']"
19,1610.01234,"ensemble validation: selectivity has a price, but variety is free",stat.ml cs.lg,"suppose some classifiers are selected from a set of hypothesis classifiers to form an equally-weighted ensemble that selects a member classifier at random for each input example. then the ensemble has an error bound consisting of the average error bound for the member classifiers, a term for selectivity that varies from zero (if all hypothesis classifiers are selected) to a standard uniform error bound (if only a single classifier is selected), and small constants. there is no penalty for using a richer hypothesis set if the same fraction of the hypothesis classifiers are selected for the ensemble.",,2016-10-04,2019-03-28,"['eric bax', 'farshad kooti']"
20,1611.00962,multitask protein function prediction through task dissimilarity,stat.ml cs.lg q-bio.qm,"automated protein function prediction is a challenging problem with distinctive features, such as the hierarchical organization of protein functions and the scarcity of annotated proteins for most biological functions. we propose a multitask learning algorithm addressing both issues. unlike standard multitask algorithms, which use task (protein functions) similarity information as a bias to speed up learning, we show that dissimilarity information enforces separation of rare class labels from frequent class labels, and for this reason is better suited for solving unbalanced protein function prediction problems. we support our claim by showing that a multitask extension of the label propagation algorithm empirically works best when the task relatedness information is represented using a dissimilarity matrix as opposed to a similarity matrix. moreover, the experimental comparison carried out on three model organism shows that our method has a more stable performance in both ""protein-centric"" and ""function-centric"" evaluation settings.",10.1109/tcbb.2017.2684127,2016-11-03,,"['marco frasca', 'nicolò cesa bianchi']"
21,1612.06618,an asymptotic expansion for the normalizing constant of the   conway-maxwell-poisson distribution,math.st stat.th,"the conway-maxwell-poisson distribution is a two-parameter generalisation of the poisson distribution that can be used to model data that is under- or over-dispersed relative to the poisson distribution. the normalizing constant $z(\lambda,\nu)$ is given by an infinite series that in general has no closed form, although several papers have derived approximations for this sum. in this work, we start by using probabilistic argument to obtain the leading term in the asymptotic expansion of $z(\lambda,\nu)$ in the limit $\lambda\rightarrow\infty$ that holds for all $\nu>0$. we then use an integral representation to obtain the entire asymptotic series and give explicit formulas for the first eight coefficients. we apply this asymptotic series to obtain approximations for the mean, variance, cumulants, skweness, excess kurtosis and raw moments of cmp random variables. numerical results confirm that these correction terms yield more accurate estimates than those obtained using just the leading order term.",,2016-12-20,2017-10-16,"['robert e. gaunt', 'satish iyengar', 'adri b. olde daalhuis', 'burcin simsek']"
22,1701.03077,a general and adaptive robust loss function,cs.cv cs.lg stat.ml,"we present a generalization of the cauchy/lorentzian, geman-mcclure, welsch/leclerc, generalized charbonnier, charbonnier/pseudo-huber/l1-l2, and l2 loss functions. by introducing robustness as a continuous parameter, our loss function allows algorithms built around robust loss minimization to be generalized, which improves performance on basic vision tasks such as registration and clustering. interpreting our loss as the negative log of a univariate density yields a general probability distribution that includes normal and cauchy distributions as special cases. this probabilistic interpretation enables the training of neural networks in which the robustness of the loss automatically adapts itself during training, which improves performance on learning-based tasks such as generative image synthesis and unsupervised monocular depth estimation, without requiring any manual parameter tuning.",,2017-01-11,2019-04-04,['jonathan t. barron']
23,1702.06819,distributed representations of signed networks,stat.ml cs.lg cs.si,"recent successes in word embedding and document embedding have motivated researchers to explore similar representations for networks and to use such representations for tasks such as edge prediction, node label prediction, and community detection. such network embedding methods are largely focused on finding distributed representations for unsigned networks and are unable to discover embeddings that respect polarities inherent in edges. we propose signet, a fast scalable embedding method suitable for signed networks. our proposed objective function aims to carefully model the social structure implicit in signed networks by reinforcing the principles of social balance theory. our method builds upon the traditional word2vec family of embedding approaches and adds a new targeted node sampling strategy to maintain structural balance in higher-order neighborhoods. we demonstrate the superiority of signet over state-of-the-art methods proposed for both signed and unsigned networks on several real world datasets from different domains. in particular, signet offers an approach to generate a richer vocabulary of features of signed networks to support representation and reasoning.",10.1007/978-3-319-93037-4_13,2017-02-22,2019-04-07,"['mohammad raihanul islam', 'b. aditya prakash', 'naren ramakrishnan']"
24,1704.00850,estimating the spectral gap of a trace-class markov operator,math.st stat.me stat.th,"the utility of a markov chain monte carlo algorithm is, in large part, determined by the size of the spectral gap of the corresponding markov operator. however, calculating (and even approximating) the spectral gaps of practical monte carlo markov chains in statistics has proven to be an extremely difficult and often insurmountable task, especially when these chains move on continuous state spaces. in this paper, a method for accurate estimation of the spectral gap is developed for general state space markov chains whose operators are non-negative and trace-class. the method is based on the fact that the second largest eigenvalue (and hence the spectral gap) of such operators can be bounded above and below by simple functions of the power sums of the eigenvalues. these power sums often have nice integral representations. a classical monte carlo method is proposed to estimate these integrals, and a simple sufficient condition for finite variance is provided. this leads to asymptotically valid confidence intervals for the second largest eigenvalue (and the spectral gap) of the markov operator. in contrast with previously existing techniques, our method is not based on a near-stationary version of the markov chain, which, paradoxically, cannot be obtained in a principled manner without bounds on the spectral gap. on the other hand, it can be quite expensive from a computational standpoint. the efficiency of the method is studied both theoretically and empirically.",,2017-04-03,2019-04-04,"['qian qin', 'james p. hobert', 'kshitij khare']"
25,1704.03995,optimal experimental design that minimizes the width of simultaneous   confidence bands,math.st stat.me stat.th,"we propose an optimal experimental design for a curvilinear regression model that minimizes the band-width of simultaneous confidence bands. simultaneous confidence bands for curvilinear regression are constructed by evaluating the volume of a tube about a curve that is defined as a trajectory of a regression basis vector (naiman, 1986). the proposed criterion is constructed based on the volume of a tube, and the corresponding optimal design that minimizes the volume of tube is referred to as the tube-volume optimal (tv-optimal) design. for fourier and weighted polynomial regressions, the problem is formalized as one of minimization over the cone of hankel positive definite matrices, and the criterion to minimize is expressed as an elliptic integral. we show that the m\""obius group keeps our problem invariant, and hence, minimization can be conducted over cross-sections of orbits. we demonstrate that for the weighted polynomial regression and the fourier regression with three bases, the tube-volume optimal design forms an orbit of the m\""obius group containing d-optimal designs as representative elements.",,2017-04-13,2019-03-30,"['satoshi kuriki', 'henry p. wynn']"
26,1705.03799,model-based computed tomography image estimation: partitioning approach,stat.ap,"there is a growing interest to get a fully mr based radiotherapy. the most important development needed is to obtain improved bone tissue estimation. the existing model-based methods perform poorly on bone tissues. this paper was aimed at obtaining improved bone tissue estimation. skew gaussian mixture model and gaussian mixture model were proposed to investigate ct image estimation from mr images by partitioning the data into two major tissue types. the performance of the proposed models was evaluated using leave-one-out cross-validation method on real data. in comparison with the existing model-based approaches, the model-based partitioning approach outperformed in bone tissue estimation, especially in dense bone tissue estimation.",,2017-05-10,2019-03-30,"['fekadu l. bayisa', 'jun yu']"
27,1705.04565,estimating the reach of a manifold,math.st math.dg stat.th,"various problems in manifold estimation make use of a quantity called the reach, denoted by $\tau\_m$, which is a measure of the regularity of the manifold. this paper is the first investigation into the problem of how to estimate the reach. first, we study the geometry of the reach through an approximation perspective. we derive new geometric results on the reach for submanifolds without boundary. an estimator $\hat{\tau}$ of $\tau\_{m}$ is proposed in a framework where tangent spaces are known, and bounds assessing its efficiency are derived. in the case of i.i.d. random point cloud $\mathbb{x}\_{n}$, $\hat{\tau}(\mathbb{x}\_{n})$ is showed to achieve uniform expected loss bounds over a $\mathcal{c}^3$-like model. finally, we obtain upper and lower bounds on the minimax rate for estimating the reach.",,2017-05-12,2019-04-08,"['eddie aamari', 'jisu kim', 'frédéric chazal', 'bertrand michel', 'alessandro rinaldo', 'larry wasserman']"
28,1705.06567,controlling the time discretization bias for the supremum of brownian   motion,math.pr stat.co,"we consider the bias arising from time discretization when estimating the threshold crossing probability $w(b) := \mathbb{p}(\sup_{t\in[0,1]} b_t > b)$, with $(b_t)_{t\in[0,1]}$ a standard brownian motion. we prove that if the discretization is equidistant, then to reach a given target value of the relative bias, the number of grid points has to grow quadratically in $b$, as $b$ grows. when considering non-equidistant discretizations (with threshold-dependent grid points), we can substantially improve on this: we show that for such grids the required number of grid points is independent of $b$, and in addition we point out how they can be used to construct a strongly efficient algorithm for the estimation of $w(b)$. finally, we show how to apply the resulting algorithm for a broad class of stochastic processes; it is empirically shown that the threshold-dependent grid significantly outperforms its equidistant counterpart.",10.1145/3177775,2017-05-18,2017-09-13,"['krzysztof bisewski', 'daan crommelin', 'michel mandjes']"
29,1706.03665,statistical properties of sketching algorithms,stat.me stat.co,"sketching is a probabilistic data compression technique that has been largely developed in the computer science community. numerical operations on big datasets can be intolerably slow; sketching algorithms address this issue by generating a smaller surrogate dataset. typically, inference proceeds on the compressed dataset. sketching algorithms generally use random projections to compress the original dataset and this stochastic generation process makes them amenable to statistical analysis. we argue that the sketched data can be modelled as a random sample, thus placing this family of data compression methods firmly within an inferential framework. in particular, we focus on the gaussian, hadamard and clarkson-woodruff sketches, and their use in single pass sketching algorithms for linear regression with huge $n$. we explore the statistical properties of sketched regression algorithms and derive new distributional results for a large class of sketched estimators. a key result is a conditional central limit theorem for data oblivious sketches. an important finding is that the best choice of sketching algorithm in terms of mean square error is related to the signal to noise ratio in the source dataset. finally, we demonstrate the theory and the limits of its applicability on two real datasets.",,2017-06-12,2019-04-02,"['daniel ahfock', 'william j. astle', 'sylvia richardson']"
30,1707.02294,a case study of empirical bayes in user-movie recommendation system,stat.ml stat.co,in this article we provide a formulation of empirical bayes described by atchade (2011) to tune the hyperparameters of priors used in bayesian set up of collaborative filter. we implement the same in movielens small dataset. we see that it can be used to get a good initial choice for the parameters. it can also be used to guess an initial choice for hyper-parameters in grid search procedure even for the datasets where mcmc oscillates around the true value or takes long time to converge.,10.1080/23737484.2017.1392266,2017-07-07,,"['arabin kumar dey', 'raghav somani', 'sreangsu acharyya']"
31,1707.03815,deep gaussian embedding of graphs: unsupervised inductive learning via   ranking,stat.ml cs.lg cs.si,"methods that learn representations of nodes in a graph play a critical role in network analysis since they enable many downstream learning tasks. we propose graph2gauss - an approach that can efficiently learn versatile node embeddings on large scale (attributed) graphs that show strong performance on tasks such as link prediction and node classification. unlike most approaches that represent nodes as point vectors in a low-dimensional continuous space, we embed each node as a gaussian distribution, allowing us to capture uncertainty about the representation. furthermore, we propose an unsupervised method that handles inductive learning scenarios and is applicable to different types of graphs: plain/attributed, directed/undirected. by leveraging both the network structure and the associated node attributes, we are able to generalize to unseen nodes without additional training. to learn the embeddings we adopt a personalized ranking formulation w.r.t. the node distances that exploits the natural ordering of the nodes imposed by the network structure. experiments on real world networks demonstrate the high performance of our approach, outperforming state-of-the-art network embedding methods on several different tasks. additionally, we demonstrate the benefits of modeling uncertainty - by analyzing it we can estimate neighborhood diversity and detect the intrinsic latent dimensionality of a graph.",,2017-07-12,2018-02-27,"['aleksandar bojchevski', 'stephan günnemann']"
32,1707.07657,engineering fast multilevel support vector machines,cs.lg cs.ds stat.co stat.ml,"the computational complexity of solving nonlinear support vector machine (svm) is prohibitive on large-scale data. in particular, this issue becomes very sensitive when the data represents additional difficulties such as highly imbalanced class sizes. typically, nonlinear kernels produce significantly higher classification quality to linear kernels but introduce extra kernel and model parameters which requires computationally expensive fitting. this increases the quality but also reduces the performance dramatically. we introduce a generalized fast multilevel framework for regular and weighted svm and discuss several versions of its algorithmic components that lead to a good trade-off between quality and time. our framework is implemented using petsc which allows an easy integration with scientific computing tasks. the experimental results demonstrate significant speed up compared to the state-of-the-art nonlinear svm libraries.   reproducibility: our source code, documentation and parameters are available at https:// github.com/esadr/mlsvm.",,2017-07-24,2019-04-05,"['e. sadrfaridpour', 't. razzaghi', 'i. safro']"
33,1707.09714,a geometric variational approach to bayesian inference,stat.me,"we propose a novel riemannian geometric framework for variational inference in bayesian models based on the nonparametric fisher-rao metric on the manifold of probability density functions. under the square-root density representation, the manifold can be identified with the positive orthant of the unit hypersphere in l2, and the fisher-rao metric reduces to the standard l2 metric. exploiting such a riemannian structure, we formulate the task of approximating the posterior distribution as a variational problem on the hypersphere based on the alpha-divergence. this provides a tighter lower bound on the marginal distribution when compared to, and a corresponding upper bound unavailable with, approaches based on the kullback-leibler divergence. we propose a novel gradient-based algorithm for the variational problem based on frechet derivative operators motivated by the geometry of the hilbert sphere, and examine its properties. through simulations and real-data applications, we demonstrate the utility of the proposed geometric framework and algorithm on several bayesian models.",,2017-07-30,2019-03-27,"['abhijoy saha', 'karthik bharath', 'sebastian kurtek']"
34,1708.00598,controllable generative adversarial network,cs.lg cs.cv stat.ml,"recently introduced generative adversarial network (gan) has been shown numerous promising results to generate realistic samples. the essential task of gan is to control the features of samples generated from a random distribution. while the current gan structures, such as conditional gan, successfully generate samples with desired major features, they often fail to produce detailed features that bring specific differences among samples. to overcome this limitation, here we propose a controllable gan (controlgan) structure. by separating a feature classifier from a discriminator, the generator of controlgan is designed to learn generating synthetic samples with the specific detailed features. evaluated with multiple image datasets, controlgan shows a power to generate improved samples with well-controlled features. furthermore, we demonstrate that controlgan can generate intermediate features and opposite features for interpolated and extrapolated input labels that are not used in the training process. it implies that controlgan can significantly contribute to the variety of generated samples.",,2017-08-02,2019-03-30,"['minhyeok lee', 'junhee seok']"
35,1708.01799,efficient contextual bandits in non-stationary worlds,cs.lg stat.ml,"most contextual bandit algorithms minimize regret against the best fixed policy, a questionable benchmark for non-stationary environments that are ubiquitous in applications. in this work, we develop several efficient contextual bandit algorithms for non-stationary environments by equipping existing methods for i.i.d. problems with sophisticated statistical tests so as to dynamically adapt to a change in distribution.   we analyze various standard notions of regret suited to non-stationary environments for these algorithms, including interval regret, switching regret, and dynamic regret. when competing with the best policy at each time, one of our algorithms achieves regret $\mathcal{o}(\sqrt{st})$ if there are $t$ rounds with $s$ stationary periods, or more generally $\mathcal{o}(\delta^{1/3}t^{2/3})$ where $\delta$ is some non-stationarity measure. these results almost match the optimal guarantees achieved by an inefficient baseline that is a variant of the classic exp4 algorithm. the dynamic regret result is also the first one for efficient and fully adversarial contextual bandit.   furthermore, while the results above require tuning a parameter based on the unknown quantity $s$ or $\delta$, we also develop a parameter free algorithm achieving regret $\min\{s^{1/4}t^{3/4}, \delta^{1/5}t^{4/5}\}$. this improves and generalizes the best existing result $\delta^{0.18}t^{0.82}$ by karnin and anava (2016) which only holds for the two-armed bandit problem.",,2017-08-05,2019-04-03,"['haipeng luo', 'chen-yu wei', 'alekh agarwal', 'john langford']"
